"","duration","sdate","sstation","edate","estation","bikeno","client"
"101274","0h 10m 9s",2014-10-10 13:36:00,"Lynn & 19th St North",2014-10-10 13:46:00,"25th St & Pennsylvania Ave NW","W20928","Registered"
"109490","0h 9m 18s",2014-10-11 18:18:00,"15th & Euclid St  NW",2014-10-11 18:27:00,"17th & Rhode Island Ave NW","W20995","Registered"
"166799","0h 25m 49s",2014-10-18 00:02:00,"USDA / 12th & Independence Ave SW",2014-10-18 00:28:00,"Massachusetts Ave & Dupont Circle NW","W00021","Casual"
"286830","0h 4m 20s",2014-10-30 16:17:00,"Columbia Pike & S Orme St",2014-10-30 16:21:00,"Columbia Pike & S Courthouse Rd","W20357","Registered"
"598445","0h 16m 43s",2014-12-17 19:22:00,"Calvert St & Woodley Pl NW",2014-12-17 19:38:00,"14th St & Spring Rd NW","W00100","Registered"
"417233","0h 11m 23s",2014-11-15 08:44:00,"Connecticut Ave & Newark St NW / Cleveland Park",2014-11-15 08:55:00,"Massachusetts Ave & Dupont Circle NW","W20838","Registered"
"474796","0h 5m 33s",2014-11-24 17:51:00,"1st & K St SE",2014-11-24 17:56:00,"3rd & G St SE","W20700","Registered"
"122655","0h 13m 52s",2014-10-13 12:41:00,"19th & L St NW",2014-10-13 12:55:00,"Harvard St & Adams Mill Rd NW","W21392","Registered"
"262021","0h 14m 56s",2014-10-28 08:24:00,"15th St & Massachusetts Ave SE",2014-10-28 08:39:00,"5th & F St NW","W20644","Registered"
"456589","0h 8m 32s",2014-11-21 20:20:00,"15th & P St NW",2014-11-21 20:28:00,"7th & T St NW","W01114","Registered"
"262420","0h 13m 24s",2014-10-28 08:42:00,"Bladensburg Rd & Benning Rd NE",2014-10-28 08:55:00,"3rd & D St SE","W21077","Registered"
"254073","0h 8m 51s",2014-10-27 14:10:00,"Gallaudet / 8th St & Florida Ave NE",2014-10-27 14:19:00,"Columbus Circle / Union Station","W01479","Casual"
"414452","0h 13m 44s",2014-11-14 17:10:00,"6th St & Indiana Ave NW",2014-11-14 17:23:00,"Columbus Circle / Union Station","W20537","Registered"
"621702","0h 11m 35s",2014-12-22 17:30:00,"23rd & E St NW ",2014-12-22 17:42:00,"20th St & Florida Ave NW","W20359","Registered"
"403287","0h 17m 36s",2014-11-13 07:36:00,"Pentagon City Metro / 12th & S Hayes St",2014-11-13 07:54:00,"21st St & Constitution Ave NW","W00025","Registered"
"258654","0h 5m 41s",2014-10-27 19:24:00,"22nd & I St NW / Foggy Bottom",2014-10-27 19:30:00,"Massachusetts Ave & Dupont Circle NW","W21476","Registered"
"195813","0h 10m 30s",2014-10-21 06:44:00,"Georgia & New Hampshire Ave NW",2014-10-21 06:55:00,"Calvert St & Woodley Pl NW","W20237","Registered"
"10159","0h 27m 2s",2014-10-01 21:54:00,"15th & P St NW",2014-10-01 22:21:00,"Convention Center / 7th & M St NW","w00765","Registered"
"374782","0h 4m 29s",2014-11-10 09:01:00,"Mount Vernon Ave & E Nelson Ave",2014-11-10 09:06:00,"Braddock Rd Metro","W00157","Registered"
"70436","1h 13m 10s",2014-10-07 16:44:00,"8th & D St NW",2014-10-07 17:58:00,"7th & F St NW / National Portrait Gallery","W20525","Casual"
"623260","0h 20m 2s",2014-12-23 09:46:00,"17th & K St NW / Farragut Square",2014-12-23 10:06:00,"4th & M St SW","W20560","Registered"
"439200","0h 11m 51s",2014-11-19 09:36:00,"Lincoln Park / 13th & East Capitol St NE ",2014-11-19 09:48:00,"5th St & Massachusetts Ave NW","W21547","Registered"
"560998","0h 20m 24s",2014-12-12 07:30:00,"3000 Connecticut Ave NW / National Zoo",2014-12-12 07:51:00,"Thomas Circle","W00592","Registered"
"260126","0h 6m 5s",2014-10-27 23:10:00,"New Jersey Ave & R St NW",2014-10-27 23:16:00,"17th & Corcoran St NW","W21180","Registered"
"509063","0h 8m 13s",2014-12-02 18:43:00,"18th & M St NW",2014-12-02 18:51:00,"11th & K St NW","W01341","Registered"
"618424","0h 54m 25s",2014-12-21 17:09:00,"Lincoln Memorial",2014-12-21 18:03:00,"14th & D St NW / Ronald Reagan Building","W00997","Casual"
"627284","0h 30m 40s",2014-12-25 01:04:00,"19th St & Constitution Ave NW",2014-12-25 01:35:00,"Maryland & Independence Ave SW","W20273","Casual"
"104223","0h 18m 5s",2014-10-10 19:03:00,"1st & K St SE",2014-10-10 19:21:00,"12th & L St NW","W20604","Registered"
"555990","0h 3m 5s",2014-12-11 09:19:00,"5th St & Massachusetts Ave NW",2014-12-11 09:22:00,"7th & F St NW / National Portrait Gallery","W20655","Registered"
"432023","0h 5m 51s",2014-11-18 06:58:00,"New Hampshire Ave & T St NW",2014-11-18 07:03:00,"12th & U St NW","W20541","Registered"
"51816","0h 6m 3s",2014-10-05 17:38:00,"Tenleytown / Wisconsin Ave & Albemarle St NW",2014-10-05 17:44:00,"Idaho Ave & Newark St NW [on 2nd District patio]","W21535","Registered"
"335762","0h 21m 53s",2014-11-05 13:06:00,"Lincoln Memorial",2014-11-05 13:28:00,"Lincoln Memorial","W20759","Casual"
"430868","0h 2m 54s",2014-11-17 19:26:00,"Takoma Metro",2014-11-17 19:29:00,"Philadelphia & Maple Ave","W20296","Registered"
"639973","0h 4m 27s",2014-12-29 09:09:00,"D St & Maryland Ave NE",2014-12-29 09:14:00,"Eastern Market / 7th & North Carolina Ave SE","W20841","Registered"
"484136","0h 5m 15s",2014-11-25 18:21:00,"27th & Crystal Dr",2014-11-25 18:26:00,"Crystal City Metro / 18th & Bell St","W20588","Registered"
"76419","0h 12m 30s",2014-10-08 08:28:00,"Calvert & Biltmore St NW",2014-10-08 08:40:00,"US Dept of State / Virginia Ave & 21st St NW","W20709","Registered"
"130272","0h 18m 58s",2014-10-14 10:04:00,"King St & Patrick St",2014-10-14 10:23:00,"Ballenger Ave & Dulaney St","W00600","Registered"
"192616","0h 3m 26s",2014-10-20 17:54:00,"Thomas Circle",2014-10-20 17:58:00,"17th & Rhode Island Ave NW","W01459","Registered"
"575857","0h 10m 37s",2014-12-14 14:52:00,"Lynn & 19th St North",2014-12-14 15:02:00,"25th St & Pennsylvania Ave NW","W20623","Registered"
"569228","0h 28m 3s",2014-12-13 12:41:00,"Carroll & Westmoreland Ave",2014-12-13 13:09:00,"Adams Mill & Columbia Rd NW","W00228","Registered"
"628717","0h 6m 27s",2014-12-25 19:17:00,"22nd & I St NW / Foggy Bottom",2014-12-25 19:24:00,"18th & R St NW","W20493","Registered"
"98290","0h 7m 16s",2014-10-10 08:05:00,"13th & D St NE",2014-10-10 08:13:00,"Columbus Circle / Union Station","W21551","Registered"
"13896","0h 29m 48s",2014-10-02 10:28:00,"14th St & New York Ave NW",2014-10-02 10:58:00,"L'Enfant Plaza / 7th & C St SW","W21315","Casual"
"253239","0h 0m 5s",2014-10-27 12:37:00,"11th & Kenyon St NW",2014-10-27 12:37:00,"11th & Kenyon St NW","W00884","Registered"
"507396","0h 22m 3s",2014-12-02 08:40:00,"Connecticut Ave & Tilden St NW",2014-12-02 09:02:00,"Lincoln Memorial","W20878","Registered"
"92260","0h 7m 29s",2014-10-09 16:56:00,"Offutt Ln & Chevy Chase Dr",2014-10-09 17:03:00,"River Rd & Landy Ln","W20490","Registered"
"80070","0h 11m 28s",2014-10-08 15:59:00,"Columbus Circle / Union Station",2014-10-08 16:10:00,"7th & F St NW / National Portrait Gallery","W20488","Registered"
"653358","0h 2m 15s",2014-12-31 19:21:00,"Thomas Circle",2014-12-31 19:23:00,"15th & K St NW","W21588","Registered"
"499969","0h 3m 46s",2014-11-30 19:21:00,"15th & P St NW",2014-11-30 19:24:00,"Massachusetts Ave & Dupont Circle NW","W20967","Registered"
"165389","0h 2m 47s",2014-10-17 19:58:00,"20th & E St NW",2014-10-17 20:01:00,"21st & I St NW","W00929","Registered"
"307666","0h 5m 57s",2014-11-02 03:11:00,"Convention Center / 7th & M St NW",2014-11-02 03:17:00,"1st & M St NE","W01237","Registered"
"175556","0h 54m 56s",2014-10-18 17:59:00,"Independence Ave & L'Enfant Plaza SW/DOE",2014-10-18 18:54:00,"USDA / 12th & Independence Ave SW","W01271","Casual"
"19417","0h 31m 50s",2014-10-02 18:29:00,"13th St & New York Ave NW",2014-10-02 19:00:00,"10th & Florida Ave NW","W20102","Registered"
"208579","0h 10m 53s",2014-10-23 08:03:00,"Hains Point/Buckeye & Ohio Dr SW",2014-10-23 08:14:00,"New York Ave & 15th St NW","W21318","Registered"
"323861","0h 8m 32s",2014-11-04 08:44:00,"3rd & D St SE",2014-11-04 08:53:00,"North Capitol St & F St NW","W20547","Registered"
"220260","0h 9m 36s",2014-10-24 10:30:00,"18th St & Wyoming Ave NW",2014-10-24 10:40:00,"17th & K St NW","W00533","Registered"
"208027","0h 4m 41s",2014-10-23 07:20:00,"George Mason Dr & Wilson Blvd",2014-10-23 07:25:00,"Ballston Metro / N Stuart & 9th St N","W00535","Registered"
"533953","0h 2m 54s",2014-12-07 11:36:00,"17th & Corcoran St NW",2014-12-07 11:39:00,"15th & P St NW","W20234","Registered"
"328668","0h 7m 46s",2014-11-04 17:50:00,"Crystal City Metro / 18th & Bell St",2014-11-04 17:58:00,"20th & Bell St","W21595","Registered"
"421445","0h 40m 22s",2014-11-15 17:19:00,"18th St & Wyoming Ave NW",2014-11-15 17:59:00,"12th & U St NW","W20953","Casual"
"198452","0h 4m 52s",2014-10-21 10:17:00,"39th & Veazey St NW",2014-10-21 10:22:00,"Van Ness Metro / UDC","W20782","Registered"
"186037","0h 7m 38s",2014-10-20 05:35:00,"14th St & Colorado Ave NW",2014-10-20 05:43:00,"14th St & Spring Rd NW","W21320","Registered"
"44743","0h 15m 13s",2014-10-05 02:43:00,"18th St & Wyoming Ave NW",2014-10-05 02:58:00,"5th St & Massachusetts Ave NW","W01395","Registered"
"159410","0h 34m 54s",2014-10-17 13:21:00,"Van Ness Metro / UDC",2014-10-17 13:56:00,"18th St & Pennsylvania Ave NW","W00836","Registered"
"12207","0h 19m 48s",2014-10-02 08:11:00,"Connecticut Ave & Tilden St NW",2014-10-02 08:30:00,"25th St & Pennsylvania Ave NW","W00586","Registered"
"532183","0h 6m 15s",2014-12-06 16:29:00,"7th & F St NW / National Portrait Gallery",2014-12-06 16:35:00,"New York Ave & 15th St NW","W01302","Registered"
"442918","0h 7m 27s",2014-11-19 20:50:00,"5th & K St NW",2014-11-19 20:58:00,"Florida Ave & R St NW","W20113","Registered"
"171148","0h 46m 41s",2014-10-18 13:27:00,"Lynn & 19th St North",2014-10-18 14:13:00,"Lincoln Memorial","W00641","Casual"
"53417","0h 7m 55s",2014-10-05 20:28:00,"6th & H St NE",2014-10-05 20:36:00,"4th & East Capitol St NE","W00763","Casual"
"40995","0h 7m 47s",2014-10-04 16:46:00,"4th & M St SW",2014-10-04 16:54:00,"1st & N St  SE","W20314","Registered"
"218735","0h 8m 24s",2014-10-24 08:20:00,"Pershing & N George Mason Dr",2014-10-24 08:28:00,"Ballston Metro / N Stuart & 9th St N","W20633","Registered"
"401697","0h 9m 18s",2014-11-12 20:16:00,"Calvert St & Woodley Pl NW",2014-11-12 20:25:00,"11th & Kenyon St NW","W21413","Registered"
"316177","0h 11m 55s",2014-11-03 12:06:00,"24th & N St NW",2014-11-03 12:18:00,"14th & D St NW / Ronald Reagan Building","W21254","Registered"
"317765","0h 47m 7s",2014-11-03 16:19:00,"34th & Water St NW",2014-11-03 17:06:00,"Norfolk & Rugby Ave","W21507","Registered"
"529014","0h 31m 18s",2014-12-05 19:23:00,"14th & Belmont St NW",2014-12-05 19:55:00,"D St & Maryland Ave NE","W00138","Registered"
"370787","0h 41m 30s",2014-11-09 17:05:00,"S George Mason Dr & Four Mile Run",2014-11-09 17:46:00,"Columbia Pike & S Dinwiddie St / Arlington Mill Community Center","W20822","Registered"
"20937","0h 8m 18s",2014-10-02 20:05:00,"15th & East Capitol St NE",2014-10-02 20:14:00,"Potomac & Pennsylvania Ave SE","W20673","Casual"
"93200","0h 23m 38s",2014-10-09 17:39:00,"22nd & I St NW / Foggy Bottom",2014-10-09 18:02:00,"Florida Ave & R St NW","W21435","Registered"
"158427","0h 2m 29s",2014-10-17 11:52:00,"Wilson Blvd & Franklin Rd",2014-10-17 11:55:00,"N Adams St & Lee Hwy","W21710","Registered"
"364121","0h 9m 21s",2014-11-08 20:51:00,"M St & Delaware Ave NE",2014-11-08 21:00:00,"8th & H St NW","W00875","Registered"
"335855","0h 7m 43s",2014-11-05 13:19:00,"15th St & Massachusetts Ave SE",2014-11-05 13:26:00,"Eastern Market / 7th & North Carolina Ave SE","W20058","Registered"
"51155","0h 14m 19s",2014-10-05 16:50:00,"21st St & Constitution Ave NW",2014-10-05 17:05:00,"Iwo Jima Memorial/N Meade & 14th St N","W00502","Registered"
"202642","0h 16m 20s",2014-10-21 20:20:00,"21st & I St NW",2014-10-21 20:37:00,"New Jersey Ave & R St NW","W20334","Registered"
"476444","0h 15m 12s",2014-11-24 19:52:00,"D St & Maryland Ave NE",2014-11-24 20:07:00,"8th & F St NW / National Portrait Gallery","W01196","Casual"
"552857","0h 9m 31s",2014-12-10 18:46:00,"D St & Maryland Ave NE",2014-12-10 18:56:00,"Neal St & Trinidad Ave NE","W21187","Registered"
"441884","0h 9m 53s",2014-11-19 18:19:00,"17th & Rhode Island Ave NW",2014-11-19 18:29:00,"11th & M St NW","W00333","Registered"
"433627","0h 3m 24s",2014-11-18 09:25:00,"Thomas Circle",2014-11-18 09:29:00,"18th & M St NW","W20212","Registered"
"498010","0h 26m 0s",2014-11-30 14:55:00,"4th & E St SW",2014-11-30 15:21:00,"25th St & Pennsylvania Ave NW","W20762","Registered"
"502530","0h 9m 4s",2014-12-01 09:05:00,"Virginia Square Metro / N Monroe St & 9th St N",2014-12-01 09:14:00,"Arlington Blvd & S George Mason Dr/NFATC","W20167","Registered"
"460530","0h 4m 7s",2014-11-22 15:42:00,"17th & Rhode Island Ave NW",2014-11-22 15:46:00,"18th & M St NW","W01308","Registered"
"477158","0h 20m 41s",2014-11-24 21:34:00,"Constitution Ave & 2nd St NW/DOL",2014-11-24 21:55:00,"Washington & Independence Ave SW/HHS","W20703","Registered"
"125135","0h 13m 17s",2014-10-13 17:59:00,"15th & L St NW",2014-10-13 18:12:00,"3rd & Elm St NW","W20922","Registered"
"363554","0h 3m 58s",2014-11-08 19:05:00,"15th & P St NW",2014-11-08 19:09:00,"New Hampshire Ave & T St NW","W20553","Registered"
"325934","0h 0m 23s",2014-11-04 13:33:00,"Ballston Metro / N Stuart & 9th St N",2014-11-04 13:33:00,"Ballston Metro / N Stuart & 9th St N","W20309","Registered"
"443146","0h 12m 59s",2014-11-19 21:48:00,"MLK Library/9th & G St NW",2014-11-19 22:01:00,"New Hampshire Ave & T St NW","W21400","Registered"
"339506","3h 24m 15s",2014-11-05 18:53:00,"18th St & Wyoming Ave NW",2014-11-05 22:17:00,"Lincoln Park / 13th & East Capitol St NE ","W20892","Registered"
"246449","0h 14m 4s",2014-10-26 16:22:00,"Metro Center / 12th & G St NW",2014-10-26 16:36:00,"Eckington Pl & Q St NE","W20728","Registered"
"652394","0h 5m 36s",2014-12-31 15:57:00,"Convention Center / 7th & M St NW",2014-12-31 16:02:00,"14th & Rhode Island Ave NW","W01467","Registered"
"346282","0h 12m 35s",2014-11-06 18:29:00,"1st & K St SE",2014-11-06 18:42:00,"Smithsonian / Jefferson Dr & 12th St SW","W21498","Registered"
"227723","0h 2m 15s",2014-10-24 22:59:00,"4th & East Capitol St NE",2014-10-24 23:01:00,"8th & East Capitol St NE","W20500","Registered"
"201541","0h 7m 21s",2014-10-21 17:41:00,"New York Ave & 15th St NW",2014-10-21 17:48:00,"8th & H St NW","W00365","Registered"
"348038","0h 4m 0s",2014-11-06 22:29:00,"Columbus Circle / Union Station",2014-11-06 22:33:00,"D St & Maryland Ave NE","W01059","Registered"
"81907","0h 17m 18s",2014-10-08 17:43:00,"20th & O St NW / Dupont South",2014-10-08 18:00:00,"North Capitol St & G Pl NE","W21713","Registered"
"136571","0h 9m 32s",2014-10-14 19:23:00,"Lamont & Mt Pleasant NW",2014-10-14 19:32:00,"New Hampshire Ave & T St NW","W21241","Registered"
"146950","0h 2m 58s",2014-10-16 09:19:00,"11th & K St NW",2014-10-16 09:22:00,"Metro Center / 12th & G St NW","W00885","Registered"
"442467","0h 4m 2s",2014-11-19 19:24:00,"Massachusetts Ave & Dupont Circle NW",2014-11-19 19:28:00,"17th & Corcoran St NW","W20716","Registered"
"234370","0h 4m 55s",2014-10-25 15:29:00,"8th & D St NW",2014-10-25 15:34:00,"5th St & Massachusetts Ave NW","W01143","Registered"
"573183","0h 8m 45s",2014-12-14 01:30:00,"M St & Delaware Ave NE",2014-12-14 01:39:00,"Bladensburg Rd & Benning Rd NE","W21176","Registered"
"289367","0h 9m 17s",2014-10-30 18:40:00,"18th St & Wyoming Ave NW",2014-10-30 18:49:00,"14th & Harvard St NW","W20542","Registered"
"289269","0h 7m 1s",2014-10-30 18:34:00,"13th St & New York Ave NW",2014-10-30 18:41:00,"19th & K St NW","W21193","Registered"
"530460","0h 5m 2s",2014-12-06 08:42:00,"Lincoln Park / 13th & East Capitol St NE ",2014-12-06 08:47:00,"Eastern Market / 7th & North Carolina Ave SE","W20869","Registered"
"487452","0h 5m 9s",2014-11-27 07:19:00,"Rhode Island Ave & V St NE",2014-11-27 07:24:00,"7th & R St NW / Shaw Library","W20097","Registered"
"561330","0h 9m 2s",2014-12-12 08:04:00,"15th & East Capitol St NE",2014-12-12 08:14:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20390","Registered"
"647263","0h 18m 31s",2014-12-30 15:43:00,"23rd & Crystal Dr",2014-12-30 16:02:00,"King St Metro","W00936","Registered"
"236010","0h 21m 19s",2014-10-25 17:07:00,"Lincoln Memorial",2014-10-25 17:28:00,"Jefferson Memorial","W21059","Casual"
"96660","0h 9m 16s",2014-10-09 22:13:00,"Connecticut Ave & Newark St NW / Cleveland Park",2014-10-09 22:23:00,"Connecticut & Nebraska Ave NW","W00999","Registered"
"226682","0h 4m 40s",2014-10-24 19:44:00,"Adams Mill & Columbia Rd NW",2014-10-24 19:49:00,"14th & Harvard St NW","W20853","Registered"
"313659","0h 10m 42s",2014-11-03 07:26:00,"15th & Euclid St  NW",2014-11-03 07:36:00,"Metro Center / 12th & G St NW","W20039","Registered"
"483400","0h 6m 55s",2014-11-25 17:32:00,"Calvert & Biltmore St NW",2014-11-25 17:39:00,"14th & Harvard St NW","W21584","Registered"
"524839","0h 48m 20s",2014-12-05 08:19:00,"3rd & Elm St NW",2014-12-05 09:08:00,"7th & T St NW","W01273","Registered"
"626272","0h 11m 0s",2014-12-24 09:57:00,"USDA / 12th & Independence Ave SW",2014-12-24 10:08:00,"12th & L St NW","W00390","Registered"
"616379","0h 8m 52s",2014-12-21 10:59:00,"Georgia & New Hampshire Ave NW",2014-12-21 11:08:00,"14th & Belmont St NW","W20570","Registered"
"477529","0h 6m 36s",2014-11-24 22:58:00,"14th & V St NW",2014-11-24 23:05:00,"18th & R St NW","W21246","Registered"
"634156","0h 5m 17s",2014-12-27 15:05:00,"14th & R St NW",2014-12-27 15:10:00,"14th & Harvard St NW","W20134","Registered"
"643779","0h 10m 48s",2014-12-29 20:10:00,"17th & K St NW / Farragut Square",2014-12-29 20:21:00,"4th & E St SW","W00752","Registered"
"43194","0h 14m 35s",2014-10-04 19:40:00,"15th & Euclid St  NW",2014-10-04 19:54:00,"14th & Harvard St NW","W00998","Registered"
"144331","0h 24m 59s",2014-10-15 22:22:00,"North Capitol St & F St NW",2014-10-15 22:47:00,"15th St & Massachusetts Ave SE","W01210","Registered"
"27754","0h 3m 4s",2014-10-03 13:58:00,"17th & Corcoran St NW",2014-10-03 14:01:00,"17th & Rhode Island Ave NW","W00692","Registered"
"316238","0h 2m 50s",2014-11-03 12:19:00,"17th & K St NW / Farragut Square",2014-11-03 12:22:00,"17th & Rhode Island Ave NW","W21120","Registered"
"631709","0h 5m 54s",2014-12-26 21:34:00,"Court House Metro / 15th & N Uhle St ",2014-12-26 21:40:00,"N Adams St & Lee Hwy","W20679","Registered"
"594282","0h 10m 23s",2014-12-17 09:30:00,"10th & E St NW",2014-12-17 09:41:00,"US Dept of State / Virginia Ave & 21st St NW","W20628","Registered"
"332416","0h 10m 25s",2014-11-05 07:22:00,"D St & Maryland Ave NE",2014-11-05 07:32:00,"10th & E St NW","W21405","Registered"
"88631","0h 10m 37s",2014-10-09 09:40:00,"11th & K St NW",2014-10-09 09:51:00,"Maryland & Independence Ave SW","W01033","Registered"
"290605","0h 13m 22s",2014-10-30 20:24:00,"C & O Canal & Wisconsin Ave NW",2014-10-30 20:37:00,"Lynn & 19th St North","W01153","Registered"
"255555","0h 17m 45s",2014-10-27 16:49:00,"20th & L St NW",2014-10-27 17:07:00,"Park Rd & Holmead Pl NW","W21550","Registered"
"488711","0h 49m 36s",2014-11-27 15:55:00,"North Capitol St & F St NW",2014-11-27 16:45:00,"17th St & Massachusetts Ave NW","W21051","Casual"
"476524","0h 16m 34s",2014-11-24 20:01:00,"19th & East Capitol St SE",2014-11-24 20:18:00,"3rd & H St NE","W20584","Casual"
"175805","0h 10m 8s",2014-10-18 18:24:00,"12th & U St NW",2014-10-18 18:34:00,"11th & F St NW","W01056","Registered"
"44777","0h 6m 39s",2014-10-05 03:08:00,"16th & Harvard St NW",2014-10-05 03:15:00,"17th St & Massachusetts Ave NW","W00545","Registered"
"325058","0h 13m 28s",2014-11-04 11:35:00,"19th & L St NW",2014-11-04 11:48:00,"8th & D St NW","W00798","Registered"
"192389","0h 22m 13s",2014-10-20 17:44:00,"14th & G St NW",2014-10-20 18:07:00,"4th & M St SW","W00844","Registered"
"218744","0h 4m 58s",2014-10-24 08:20:00,"5th St & Massachusetts Ave NW",2014-10-24 08:25:00,"11th & F St NW","W00963","Registered"
"401322","0h 1m 37s",2014-11-12 19:32:00,"11th & F St NW",2014-11-12 19:34:00,"8th & F St NW / National Portrait Gallery","W00191","Registered"
"328647","0h 6m 17s",2014-11-04 17:49:00,"New Jersey Ave & N St NW/Dunbar HS",2014-11-04 17:56:00,"Thomas Circle","W01366","Registered"
"379236","0h 11m 15s",2014-11-10 17:42:00,"15th & L St NW",2014-11-10 17:54:00,"15th & Euclid St  NW","W21306","Registered"
"441905","0h 4m 46s",2014-11-19 18:22:00,"Convention Center / 7th & M St NW",2014-11-19 18:27:00,"7th & T St NW","W00337","Registered"
"256032","0h 10m 21s",2014-10-27 17:14:00,"Van Ness Metro / UDC",2014-10-27 17:25:00,"Harvard St & Adams Mill Rd NW","W01286","Registered"
"296435","0h 4m 11s",2014-10-31 14:50:00,"N Veitch  & 20th St N",2014-10-31 14:54:00,"Lynn & 19th St North","W20938","Registered"
"583732","0h 3m 42s",2014-12-15 17:45:00,"Bethesda Metro",2014-12-15 17:49:00,"Cordell & Norfolk Ave","W00528","Registered"
